weapon_id,weapon_name,weapon_type,weapon_skill,weapon_bal_modifier,weapon_gdp_modifier,weapon_weight,weapon_price,weapon_length,weapon_min_strength,weapon_damage_type,weapon_tier,weapon_hit_points,weapon_description
MELEE-317,Maça de Guerra,Maças,MACHADO/MAÇA,4,0,2.8,300,0.9,8,Contusão,Superior,30,"Versão mais alongada, só é utilizada por combatentes mais experientes. Produz um dano maior, mas é mais pesada e mais cara."
MELEE-318,Maça de Guerra,Maças,MACHADO/MAÇA,5,0,2.7,600,0.9,8,Contusão,Excelente,40,"Versão mais alongada, só é utilizada por combatentes mais experientes. Produz um dano maior, mas é mais pesada e mais cara."
MELEE-319,Maça de Guerra,Maças,MACHADO/MAÇA,6,0,2.6,1200,0.9,8,Contusão,Obra-Prima,50,"Versão mais alongada, só é utilizada por combatentes mais experientes. Produz um dano maior, mas é mais pesada e mais cara."
MELEE-320,Morningstar,Maças,MACHADO/MAÇA,4,0,5,100,1,12,Contusão,Comum,10,"É uma das mais temidas versões de maças. Sua cabeça contém ""espinhos"" que agravam os ferimentos e perfuram diversos tipos de armaduras."
MELEE-321,Morningstar,Maças,MACHADO/MAÇA,5,0,4.9,200,1,12,Contusão,Boa,20,"É uma das mais temidas versões de maças. Sua cabeça contém ""espinhos"" que agravam os ferimentos e perfuram diversos tipos de armaduras."
MELEE-322,Morningstar,Maças,MACHADO/MAÇA,5,0,4.8,400,1,12,Contusão,Superior,30,"É uma das mais temidas versões de maças. Sua cabeça contém ""espinhos"" que agravam os ferimentos e perfuram diversos tipos de armaduras."
MELEE-323,Morningstar,Maças,MACHADO/MAÇA,6,0,4.7,800,1,12,Contusão,Excelente,40,"É uma das mais temidas versões de maças. Sua cabeça contém ""espinhos"" que agravam os ferimentos e perfuram diversos tipos de armaduras."
MELEE-324,Morningstar,Maças,MACHADO/MAÇA,7,0,4.6,1600,1,12,Contusão,Obra-Prima,50,"É uma das mais temidas versões de maças. Sua cabeça contém ""espinhos"" que agravam os ferimentos e perfuram diversos tipos de armaduras."
MELEE-325,Porrete,Maças,MACHADO/MAÇA,0,0,1,20,0.5,7,Contusão,Comum,10,"Qualquer pequeno pedaço de madeira pode ser um porrete. Um bastão quebrado, uma perna de cadeira, um cbo de vassoura. É a arma mais útil em uma briga de taverna."
MELEE-326,Porrete,Maças,MACHADO/MAÇA,1,0,0.9,40,0.5,7,Contusão,Boa,20,"Qualquer pequeno pedaço de madeira pode ser um porrete. Um bastão quebrado, uma perna de cadeira, um cbo de vassoura. É a arma mais útil em uma briga de taverna."
MELEE-327,Porrete,Maças,MACHADO/MAÇA,1,0,0.8,80,0.5,7,Contusão,Superior,30,"Qualquer pequeno pedaço de madeira pode ser um porrete. Um bastão quebrado, uma perna de cadeira, um cbo de vassoura. É a arma mais útil em uma briga de taverna."
MELEE-328,Porrete,Maças,MACHADO/MAÇA,2,0,0.7,160,0.5,7,Contusão,Excelente,40,"Qualquer pequeno pedaço de madeira pode ser um porrete. Um bastão quebrado, uma perna de cadeira, um cbo de vassoura. É a arma mais útil em uma briga de taverna."
MELEE-329,Porrete,Maças,MACHADO/MAÇA,3,0,0.6,320,0.5,7,Contusão,Obra-Prima,50,"Qualquer pequeno pedaço de madeira pode ser um porrete. Um bastão quebrado, uma perna de cadeira, um cbo de vassoura. É a arma mais útil em uma briga de taverna."
MELEE-330,Mangual,Manguais,MANGUAL,2,0,3,100,0.5,8,Contusão,Comum,10,"Este é o mais básico dos modelos. Relativamente leve, ele é preferencialmente usado pela cavalaria em ataques à infantaria."
MELEE-331,Mangual,Manguais,MANGUAL,3,0,2.9,200,0.5,8,Contusão,Boa,20,"Este é o mais básico dos modelos. Relativamente leve, ele é preferencialmente usado pela cavalaria em ataques à infantaria."
MELEE-332,Mangual,Manguais,MANGUAL,3,0,2.8,400,0.5,8,Contusão,Superior,30,"Este é o mais básico dos modelos. Relativamente leve, ele é preferencialmente usado pela cavalaria em ataques à infantaria."
MELEE-333,Mangual,Manguais,MANGUAL,4,0,2.7,800,0.5,8,Contusão,Excelente,40,"Este é o mais básico dos modelos. Relativamente leve, ele é preferencialmente usado pela cavalaria em ataques à infantaria."
MELEE-334,Mangual,Manguais,MANGUAL,5,0,2.6,1600,0.5,8,Contusão,Obra-Prima,50,"Este é o mais básico dos modelos. Relativamente leve, ele é preferencialmente usado pela cavalaria em ataques à infantaria."
MELEE-335,Mangual de Guerra,Manguais,MANGUAL,4,0,5,300,1,13,Contusão,Comum,10,"Este é um modelo mais pesado. É utilizado praticamente apenas no chão, pois seu peso pode derrubar um cavaleiro que o empunhar."
MELEE-336,Mangual de Guerra,Manguais,MANGUAL,5,0,4.9,600,1,13,Contusão,Boa,20,"Este é um modelo mais pesado. É utilizado praticamente apenas no chão, pois seu peso pode derrubar um cavaleiro que o empunhar."
MELEE-337,Mangual de Guerra,Manguais,MANGUAL,5,0,4.8,1200,1,13,Contusão,Superior,30,"Este é um modelo mais pesado. É utilizado praticamente apenas no chão, pois seu peso pode derrubar um cavaleiro que o empunhar."
MELEE-338,Mangual de Guerra,Manguais,MANGUAL,6,0,4.7,2400,1,13,Contusão,Excelente,40,"Este é um modelo mais pesado. É utilizado praticamente apenas no chão, pois seu peso pode derrubar um cavaleiro que o empunhar."
MELEE-339,Mangual de Guerra,Manguais,MANGUAL,7,0,4.6,4800,1,13,Contusão,Obra-Prima,50,"Este é um modelo mais pesado. É utilizado praticamente apenas no chão, pois seu peso pode derrubar um cavaleiro que o empunhar."
MELEE-340,Mangual Militar,Manguais,MANGUAL,5,0,5,500,1,14,Contusão,Comum,10,"Mangual de várias partes, utiliza como cabeças peças com arestas em lugar de bolas. A fixação das correntes ao cabo é das melhores."
MELEE-341,Mangual Militar,Manguais,MANGUAL,6,0,4.9,1000,1,14,Contusão,Boa,20,"Mangual de várias partes, utiliza como cabeças peças com arestas em lugar de bolas. A fixação das correntes ao cabo é das melhores."
MELEE-342,Mangual Militar,Manguais,MANGUAL,6,0,4.8,2000,1,14,Contusão,Superior,30,"Mangual de várias partes, utiliza como cabeças peças com arestas em lugar de bolas. A fixação das correntes ao cabo é das melhores."
MELEE-343,Mangual Militar,Manguais,MANGUAL,7,0,4.7,4000,1,14,Contusão,Excelente,40,"Mangual de várias partes, utiliza como cabeças peças com arestas em lugar de bolas. A fixação das correntes ao cabo é das melhores."
MELEE-344,Mangual Militar,Manguais,MANGUAL,8,0,4.6,8000,1,14,Contusão,Obra-Prima,50,"Mangual de várias partes, utiliza como cabeças peças com arestas em lugar de bolas. A fixação das correntes ao cabo é das melhores."
MELEE-345,Corrente com Bola,Manguais,MANGUAL,2,0,3,200,2,11,Contusão,Comum,10,É exatamente o que o nome diz: uma corrente com uma bola pesada de ferro na ponta. Basta girar a corrente e atingir o inimigo.
MELEE-346,Corrente com Bola,Manguais,MANGUAL,3,0,2.9,400,2,11,Contusão,Boa,20,É exatamente o que o nome diz: uma corrente com uma bola pesada de ferro na ponta. Basta girar a corrente e atingir o inimigo.
MELEE-347,Corrente com Bola,Manguais,MANGUAL,3,0,2.8,800,2,11,Contusão,Superior,30,É exatamente o que o nome diz: uma corrente com uma bola pesada de ferro na ponta. Basta girar a corrente e atingir o inimigo.
MELEE-348,Corrente com Bola,Manguais,MANGUAL,4,0,2.7,1600,2,11,Contusão,Excelente,40,É exatamente o que o nome diz: uma corrente com uma bola pesada de ferro na ponta. Basta girar a corrente e atingir o inimigo.
MELEE-349,Corrente com Bola,Manguais,MANGUAL,5,0,2.6,3200,2,11,Contusão,Obra-Prima,50,É exatamente o que o nome diz: uma corrente com uma bola pesada de ferro na ponta. Basta girar a corrente e atingir o inimigo.
MELEE-350,Martelo de Guerra,Martelos,MACHADO/MAÇA,1,0,4,25,0.8,8,Contusão,Comum,10,Este é o mais básico dos modelos; tem  uma cabeça simples e bem fixa no cabo. Não exige grande técnica para utilizar um destes.
MELEE-351,Martelo de Guerra,Martelos,MACHADO/MAÇA,2,0,3.9,50,0.8,8,Contusão,Boa,20,Este é o mais básico dos modelos; tem  uma cabeça simples e bem fixa no cabo. Não exige grande técnica para utilizar um destes.
MELEE-352,Martelo de Guerra,Martelos,MACHADO/MAÇA,2,0,3.8,100,0.8,8,Contusão,Superior,30,Este é o mais básico dos modelos; tem  uma cabeça simples e bem fixa no cabo. Não exige grande técnica para utilizar um destes.
MELEE-353,Martelo de Guerra,Martelos,MACHADO/MAÇA,3,0,3.7,200,0.8,8,Contusão,Excelente,40,Este é o mais básico dos modelos; tem  uma cabeça simples e bem fixa no cabo. Não exige grande técnica para utilizar um destes.
MELEE-354,Martelo de Guerra,Martelos,MACHADO/MAÇA,4,0,3.6,400,0.8,8,Contusão,Obra-Prima,50,Este é o mais básico dos modelos; tem  uma cabeça simples e bem fixa no cabo. Não exige grande técnica para utilizar um destes.
MELEE-355,Martelo de Duas Cabeças,Martelos,MACHADO/MAÇA,3,0,5,50,0.8,12,Contusão,Comum,10,"Versão mais alongada, só é utilziada por combatentes maix experientes. Tem uma pequena ponta perfurante em cada cabeça, para penetrar armaduras."
MELEE-356,Martelo de Duas Cabeças,Martelos,MACHADO/MAÇA,4,0,4.9,100,0.8,12,Contusão,Boa,20,"Versão mais alongada, só é utilziada por combatentes maix experientes. Tem uma pequena ponta perfurante em cada cabeça, para penetrar armaduras."
MELEE-357,Martelo de Duas Cabeças,Martelos,MACHADO/MAÇA,4,0,4.8,200,0.8,12,Contusão,Superior,30,"Versão mais alongada, só é utilziada por combatentes maix experientes. Tem uma pequena ponta perfurante em cada cabeça, para penetrar armaduras."
MELEE-358,Martelo de Duas Cabeças,Martelos,MACHADO/MAÇA,5,0,4.7,400,0.8,12,Contusão,Excelente,40,"Versão mais alongada, só é utilziada por combatentes maix experientes. Tem uma pequena ponta perfurante em cada cabeça, para penetrar armaduras."
MELEE-359,Martelo de Duas Cabeças,Martelos,MACHADO/MAÇA,6,0,4.6,800,0.8,12,Contusão,Obra-Prima,50,"Versão mais alongada, só é utilziada por combatentes maix experientes. Tem uma pequena ponta perfurante em cada cabeça, para penetrar armaduras."
MELEE-360,Pike,Martelos,MACHADO/MAÇA DE DUAS MÃOS,2,0,6,75,1.5,13,Contusão,Comum,10,"Permite uma técnica apurada, sendo usado com uma ou duas mãos, mas preferencialemente duas. É um dos preferidos por guerreiros medievais. Tem um cabo relativamente longo, mas apenas a cabeça faz dano."
MELEE-361,Pike,Martelos,MACHADO/MAÇA DE DUAS MÃOS,3,0,5.9,150,1.5,13,Contusão,Boa,20,"Permite uma técnica apurada, sendo usado com uma ou duas mãos, mas preferencialemente duas. É um dos preferidos por guerreiros medievais. Tem um cabo relativamente longo, mas apenas a cabeça faz dano."
MELEE-362,Pike,Martelos,MACHADO/MAÇA DE DUAS MÃOS,3,0,5.8,300,1.5,13,Contusão,Superior,30,"Permite uma técnica apurada, sendo usado com uma ou duas mãos, mas preferencialemente duas. É um dos preferidos por guerreiros medievais. Tem um cabo relativamente longo, mas apenas a cabeça faz dano."
MELEE-363,Pike,Martelos,MACHADO/MAÇA DE DUAS MÃOS,4,0,5.7,600,1.5,13,Contusão,Excelente,40,"Permite uma técnica apurada, sendo usado com uma ou duas mãos, mas preferencialemente duas. É um dos preferidos por guerreiros medievais. Tem um cabo relativamente longo, mas apenas a cabeça faz dano."
MELEE-364,Pike,Martelos,MACHADO/MAÇA DE DUAS MÃOS,5,0,5.6,1200,1.5,13,Contusão,Obra-Prima,50,"Permite uma técnica apurada, sendo usado com uma ou duas mãos, mas preferencialemente duas. É um dos preferidos por guerreiros medievais. Tem um cabo relativamente longo, mas apenas a cabeça faz dano."
MELEE-365,Martelo de Guerra de Duas Mãos,Martelos,MACHADO/MAÇA DE DUAS MÃOS,5,0,8,100,2,14,Contusão,Comum,10,Versão de duas mãos do martelo de guerra.
MELEE-366,Martelo de Guerra de Duas Mãos,Martelos,MACHADO/MAÇA DE DUAS MÃOS,6,0,7.9,200,2,14,Contusão,Boa,20,Versão de duas mãos do martelo de guerra.
MELEE-367,Martelo de Guerra de Duas Mãos,Martelos,MACHADO/MAÇA DE DUAS MÃOS,6,0,7.8,400,2,14,Contusão,Superior,30,Versão de duas mãos do martelo de guerra.
MELEE-368,Martelo de Guerra de Duas Mãos,Martelos,MACHADO/MAÇA DE DUAS MÃOS,7,0,7.7,800,2,14,Contusão,Excelente,40,Versão de duas mãos do martelo de guerra.
MELEE-369,Martelo de Guerra de Duas Mãos,Martelos,MACHADO/MAÇA DE DUAS MÃOS,8,0,7.6,1600,2,14,Contusão,Obra-Prima,50,Versão de duas mãos do martelo de guerra.
